Participant_ID,Participant_Name,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notification_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased,Report_Date
DXF000334,ACMG,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005381,"ACSB, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005372,"ACSR, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000096,"Acuprogroup,inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000155,adams medical group a professional corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000172,Adel Mostafavi MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000681,"Adria Brofman, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002121,adrian tripp md medical corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002185,Adult and Senior Care COVID-19 Antigen Testing Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001366,Advanced Family Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001307,Advanced Healthhcare Administrators,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001460,Advanced Imaging of South Bay Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005201,Advanced Integrative Rehabilitation DBA Fyzical Therapy & Balance Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000821,Advanced Medical and Kidney Institute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005058,"Advanced Medical Associates, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003843,ADVANCED ONCOLOGY SOUTH BAY LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001820,Advanced Orthopaedic Surgery Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001215,Advent Health,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003245,"Adventist Health Clearlake Hospital, Inc.",No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003246,Adventist Health Delano,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003247,Adventist Health Medical Center Tehachapi,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003248,Adventist Health Mendocino Coast,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003249,Adventist Health Physicians Network,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF005541,Adventist Health Reedley Childrens,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003240,Adventist Health System/West,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003250,Adventist Health Tulare,No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF001865,Aetna,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001948,Aetna,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000428,Aetna Better Health Of California,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000017,"Aetna Medicaid Administrators, LLC/Aetna Better Health of California",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004026,Affiliated Doctors of Orange County,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000869,"Affiliates in Dermatology Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005408,"Affinity Home Health Care Services, INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000189,Affordable Living for the Aging,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000230,Afrouz Gerayli MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005174,"AG Murrieta SNF, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004005,Agoura-West Valley Pediatric Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005349,"AGSE, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004682,"AGSE,LLC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005382,"AGVA, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004419,"Ahmad Hajj, MD INC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002493,AHMC Health System,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003209,AIDS Healthcare Foundation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004267,AIDS Services Foundation of Orange County dba Radiant Health Centers,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004501,AIMS MedCare Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000762,Akhil Sharma MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005386,"ALAL, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001660,Alameda Alliance for Health,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF001720,Alameda Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002176,Alameda County Behavioral Health Care Services: DMC-ODS,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000747,Alameda County Behavioral Health Care Services: MHP,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000746,Alameda County Health Care Services Agency,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000748,Alameda County Public Health Department,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004673,Alameda Fire Department,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001432,Alameda Health Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000783,Alameda Health System,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000791,Alameda Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000793,Alameda Hospital - South Shore Convalescent,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001568,Alameda Hospital Clinical Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001588,Alameda Hospital Pharmacy,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001585,Alameda Hospital Sterile Compounding Pharmacy,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000327,Alan Schneider,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001626,"Albion Medical Partners of California west, P.C.",No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002913,"Alcoholism Center For Women, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004687,Alcott Rehabilitation Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001722,Alden Terrace Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004199,Alden Terrace Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002804,"Aleph Psychological Associates, dba The Clinic",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000718,Alex Harrison MD Inc.,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003328,Alexander Valley Healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004745,"Alexandria Care Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005361,"ALGD, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002064,"Algos, Inc. a Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005360,"ALGT, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002569,Alhambra Hospital Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002571,Alhambra Hospital Medical Center Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002570,Alhambra Hospital Medical Center SNF,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005358,"ALHL, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005374,"ALHV, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005186,Alicia Surgery Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002440,"Alisa L. Williams, MD, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004600,All Care Living Home Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004872,"All Care Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001450,"All For Health, Health For All INC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000981,"All Inclusive Medical Services, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001212,all united medical group,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002093,All United Medical Group IPA,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004003,All-Inclusive Community Health Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001318,"Alla Skalnyi MD, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001667,Allcare Family,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001680,Allcare Family Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001681,Allcare Family Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002950,"Allergy and Asthma Specialist Doctors, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002949,Allergy and Asthma Treatment Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002196,Alliance Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003654,"Allied Health Solutions Medical Group, A Professional Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005129,Almaden Health and Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005439,Almond View Care Center LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003231,"Alonso R. Ojeda, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001476,Alpha J. Anders MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000063,Alpine County Health Department,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000487,Alpine Orthopaedic Medical Group Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001887,Alta Bates Summit Medical Center Berkeley,No,Carequality,DirectTrust,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF001888,Alta Bates Summit Medical Center Oakland,No,Carequality,DirectTrust,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF004746,"Alta Care Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003950,"Alta Los Angeles Hospitals, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003948,"Alta Newport Hospital, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001071,Altais Medical Group - Riverside,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002399,"AltaMed Health Network, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000345,AltaMed Health Services Corporation,No,Carequality,Carequality,OTHER,NA,NA,NA,NA,NA,3/13/24
DXF000635,Altura Centers for Health,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000114,"Alvarado Eye Associates Medical Clinic, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000951,Alvarado Hospital LLC,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002523,"Alvarado Physicians Medical Group, Inc.",No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003631,Alzheimer's Los Angeles,No,SELF,SELF,SELF,https://alzla.org,bschaefer@alzla.org,6508239952,NA,NA,3/13/24
DXF001214,Amada Health,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF001193,Amalfi Hospice Care Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004015,Ambry Genetics Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003278,Ambulatory Surgery Access Coalition dba Operation Access,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004541,AME MEDICAL GROUP,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004599,Amelia Ann Adams Whole Life Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003927,American Bio-Clinical Laboratories,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005090,American Bio-Clinical Laboratories,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001882,"American Choice Healthcare, LLC",Yes,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF002588,American TrueCare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004597,"AMG, A Professional Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001723,Ampla Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002819,Ampla Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005005,AMVI Care Health Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005026,AMVI Care Health Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005004,AMVI Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005476,"Amy Tran, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005477,"Amy Tran, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005599,"An Elegant Sufficiency, A Psychological Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000070,Anabi Medical,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004010,Anaheim Community Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003410,Anaheim Crest Nursing Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003973,Anaheim Global Lab,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003944,Anaheim Global Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004185,Anaheim Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002548,Anaheim Regional Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002550,Anaheim Regional Medical Center Blood Gas Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002549,Anaheim Regional Medical Center Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004748,"Anaheim Terrace Care Center, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003880,Anberry Nursing and Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002879,Anderson valley health center,No,SacValley MedShare,SacValley MedShare,SacValley MedShare,NA,NA,NA,NA,NA,3/13/24
DXF005562,Anderson valley health center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002273,Andre Yousefia MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000206,Andrew Imparato inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002116,"Anesthesia Provider Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000045,"Anesthesia Service Medical Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004072,"Anesthesia Specialists of Orange County, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004608,Angel Care Hospice of Arcadia,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004894,Angel Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003575,Angeles Del Sol ADHC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004721,"ANGELES IPA, A MEDICAL CORPORATION",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004331,Anil K Patel MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000286,Anita Carmen Choy,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004514,Anjali Chanana MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004239,Anjali Gulati MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000765,"Anjani Thakur, MD Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000413,Antelope Valley Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001957,Anthem Blue Cross,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002018,Anthem Blue Cross,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001408,Anthem Blue Cross Life and Health Insurance Company,No,SELF,OTHER,SELF,https://totalview.healthos.elevancehealth.com/fhir/documentation#provider-access-section,interoperabilityworkgroup@anthem.com,email only,NA,NA,3/13/24
DXF002002,Anthem Blue Cross of CA,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002082,Anthony G Sanzone MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005147,"Anthony S. Pan, D.M.D., Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000618,Anti-Aging & Wellness Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001532,ANTONIO A TAN MD PROFESSIONAL CORPORATION,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004234,Anu Chirala A Medical Corporation,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA,3/13/24
DXF004505,"Anuradha Dubey, MD, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002875,"Anza Healthcare, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005350,"AOAS, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004622,AOCL LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005370,"AOCL, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005355,"AOTN, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000757,Aparna Sharma,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005377,"APDC, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000167,Apex Dermatology,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003977,Apex Health Care Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002287,APLA Health & Wellness,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004084,"Apollo Medical Holdings, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003384,Apple Valley Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004567,Apple Valley Post-Acute Rehab,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000713,"AppleCare Hospitalists Medical Group, Inc.",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000712,"AppleCare Medical Group St Francis, Inc.",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF000711,"AppleCare Medical Group, Inc.",No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF004581,Applewood Operating Company LLD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003325,Applied Research Works,No,SELF,SELF,SELF,NA,NA,NA,NA,NA,3/13/24
DXF005333,"APTB, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005062,Ararat Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005086,Ararat Nursing Facility,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003859,Arbor Hills Nursing Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001489,Area 12 Agency on Aging,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
